27Logger,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2023-10-06 14:30:00,27.0,44.0,13.7,010185649
2,2023-10-06 14:50:00,27.0,44.0,13.7
3,2023-10-06 15:10:00,27.0,43.0,13.4
4,2023-10-06 15:30:00,27.0,43.5,13.5
5,2023-10-06 15:50:00,27.0,44.5,13.9
6,2023-10-06 16:10:00,27.0,45.0,14.1
7,2023-10-06 16:30:00,27.0,44.0,13.7
8,2023-10-06 16:50:00,27.0,44.0,13.7
9,2023-10-06 17:10:00,27.0,44.5,13.9
10,2023-10-06 17:30:00,27.0,45.0,14.1
11,2023-10-06 17:50:00,27.0,45.5,14.2
12,2023-10-06 18:10:00,27.0,42.5,13.2
13,2023-10-06 18:30:00,27.0,45.5,14.2
14,2023-10-06 18:50:00,27.0,44.5,13.9
15,2023-10-06 19:10:00,27.0,40.0,12.3
16,2023-10-06 19:30:00,26.5,42.5,12.7
17,2023-10-06 19:50:00,26.5,43.5,13.1
18,2023-10-06 20:10:00,27.0,44.5,13.9
19,2023-10-06 20:30:00,27.0,44.0,13.7
20,2023-10-06 20:50:00,27.0,42.0,13.0
21,2023-10-06 21:10:00,26.5,44.0,13.3
22,2023-10-06 21:30:00,26.5,44.5,13.4
23,2023-10-06 21:50:00,27.0,44.0,13.7
24,2023-10-06 22:10:00,27.0,41.0,12.6
25,2023-10-06 22:30:00,26.5,41.5,12.4
26,2023-10-06 22:50:00,26.5,41.0,12.2
27,2023-10-06 23:10:00,27.0,40.0,12.3
28,2023-10-06 23:30:00,27.0,39.5,12.1
29,2023-10-06 23:50:00,27.0,39.5,12.1
30,2023-10-07 00:10:00,27.0,39.0,11.9
31,2023-10-07 00:30:00,27.0,39.5,12.1
32,2023-10-07 00:50:00,27.0,40.0,12.3
33,2023-10-07 01:10:00,27.0,39.5,12.1
34,2023-10-07 01:30:00,27.0,39.0,11.9
35,2023-10-07 01:50:00,27.0,39.0,11.9
36,2023-10-07 02:10:00,27.0,39.0,11.9
37,2023-10-07 02:30:00,27.0,39.0,11.9
38,2023-10-07 02:50:00,27.0,39.0,11.9
39,2023-10-07 03:10:00,27.0,38.5,11.7
40,2023-10-07 03:30:00,27.0,38.0,11.5
41,2023-10-07 03:50:00,27.0,41.0,12.6
42,2023-10-07 04:10:00,27.0,38.5,11.7
43,2023-10-07 04:30:00,27.0,38.0,11.5
44,2023-10-07 04:50:00,27.0,37.5,11.3
45,2023-10-07 05:10:00,27.0,36.5,10.9
46,2023-10-07 05:30:00,27.0,38.5,11.7
47,2023-10-07 05:50:00,27.0,38.0,11.5
48,2023-10-07 06:10:00,27.0,38.5,11.7
49,2023-10-07 06:30:00,27.0,37.5,11.3
50,2023-10-07 06:50:00,27.0,40.0,12.3
51,2023-10-07 07:10:00,27.0,40.5,12.4
52,2023-10-07 07:30:00,27.0,41.0,12.6
53,2023-10-07 07:50:00,27.0,40.0,12.3
54,2023-10-07 08:10:00,27.0,39.5,12.1
55,2023-10-07 08:30:00,27.0,40.0,12.3
56,2023-10-07 08:50:00,27.0,40.5,12.4
57,2023-10-07 09:10:00,27.0,40.5,12.4
58,2023-10-07 09:30:00,27.0,39.5,12.1
59,2023-10-07 09:50:00,27.0,39.0,11.9
60,2023-10-07 10:10:00,27.0,39.0,11.9
61,2023-10-07 10:30:00,27.0,39.5,12.1
62,2023-10-07 10:50:00,27.0,40.0,12.3
63,2023-10-07 11:10:00,27.0,39.5,12.1
64,2023-10-07 11:30:00,27.0,38.5,11.7
65,2023-10-07 11:50:00,27.0,37.5,11.3
66,2023-10-07 12:10:00,27.0,40.5,12.4
67,2023-10-07 12:30:00,27.0,43.0,13.4
68,2023-10-07 12:50:00,27.0,43.0,13.4
69,2023-10-07 13:10:00,27.0,43.5,13.5
70,2023-10-07 13:30:00,27.0,43.5,13.5
71,2023-10-07 13:50:00,27.0,43.5,13.5
72,2023-10-07 14:10:00,27.0,43.5,13.5
73,2023-10-07 14:30:00,27.0,44.5,13.9
74,2023-10-07 14:50:00,27.0,43.5,13.5
75,2023-10-07 15:10:00,27.0,44.0,13.7
76,2023-10-07 15:30:00,27.0,42.0,13.0
77,2023-10-07 15:50:00,27.0,39.5,12.1
78,2023-10-07 16:10:00,27.0,37.5,11.3
79,2023-10-07 16:30:00,27.0,39.5,12.1
80,2023-10-07 16:50:00,27.0,42.0,13.0
81,2023-10-07 17:10:00,27.0,40.5,12.4
82,2023-10-07 17:30:00,27.0,42.5,13.2
83,2023-10-07 17:50:00,27.0,40.5,12.4
84,2023-10-07 18:10:00,27.0,39.5,12.1
85,2023-10-07 18:30:00,26.5,40.5,12.0
