23logger,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2023-10-06 14:30:00,26.5,62.0,18.6,010185708
2,2023-10-06 14:50:00,25.0,56.5,15.8
3,2023-10-06 15:10:00,25.0,71.5,19.5
4,2023-10-06 15:30:00,24.5,71.5,19.0
5,2023-10-06 15:50:00,25.0,72.5,19.7
6,2023-10-06 16:10:00,24.5,73.0,19.3
7,2023-10-06 16:30:00,25.0,58.5,16.3
8,2023-10-06 16:50:00,25.0,73.5,19.9
9,2023-10-06 17:10:00,24.5,72.0,19.1
10,2023-10-06 17:30:00,25.0,73.5,19.9
11,2023-10-06 17:50:00,25.0,74.0,20.0
12,2023-10-06 18:10:00,24.5,73.0,19.3
13,2023-10-06 18:30:00,25.0,69.0,18.9
14,2023-10-06 18:50:00,25.0,74.5,20.1
15,2023-10-06 19:10:00,24.5,74.5,19.7
16,2023-10-06 19:30:00,25.0,61.0,17.0
17,2023-10-06 19:50:00,25.0,74.5,20.1
18,2023-10-06 20:10:00,24.5,74.5,19.7
19,2023-10-06 20:30:00,25.0,65.0,18.0
20,2023-10-06 20:50:00,25.0,75.0,20.3
21,2023-10-06 21:10:00,24.5,74.5,19.7
22,2023-10-06 21:30:00,25.0,74.0,20.0
23,2023-10-06 21:50:00,25.0,74.0,20.0
24,2023-10-06 22:10:00,25.0,74.0,20.0
25,2023-10-06 22:30:00,25.0,74.0,20.0
26,2023-10-06 22:50:00,25.0,74.0,20.0
27,2023-10-06 23:10:00,25.0,74.0,20.0
28,2023-10-06 23:30:00,25.0,74.0,20.0
29,2023-10-06 23:50:00,25.0,74.0,20.0
30,2023-10-07 00:10:00,25.0,74.0,20.0
31,2023-10-07 00:30:00,25.0,74.0,20.0
32,2023-10-07 00:50:00,25.0,74.0,20.0
33,2023-10-07 01:10:00,25.0,74.0,20.0
34,2023-10-07 01:30:00,25.0,74.0,20.0
35,2023-10-07 01:50:00,25.0,74.0,20.0
36,2023-10-07 02:10:00,25.0,74.0,20.0
37,2023-10-07 02:30:00,25.0,73.5,19.9
38,2023-10-07 02:50:00,25.0,73.5,19.9
39,2023-10-07 03:10:00,25.0,73.5,19.9
40,2023-10-07 03:30:00,24.5,73.5,19.4
41,2023-10-07 03:50:00,25.0,73.5,19.9
42,2023-10-07 04:10:00,25.0,73.5,19.9
43,2023-10-07 04:30:00,25.0,73.5,19.9
44,2023-10-07 04:50:00,25.0,73.5,19.9
45,2023-10-07 05:10:00,25.0,73.5,19.9
46,2023-10-07 05:30:00,25.0,73.5,19.9
47,2023-10-07 05:50:00,25.0,73.5,19.9
48,2023-10-07 06:10:00,25.0,73.5,19.9
49,2023-10-07 06:30:00,25.0,73.5,19.9
50,2023-10-07 06:50:00,25.0,73.5,19.9
51,2023-10-07 07:10:00,25.0,73.5,19.9
52,2023-10-07 07:30:00,25.0,73.5,19.9
53,2023-10-07 07:50:00,25.0,73.5,19.9
54,2023-10-07 08:10:00,25.0,73.5,19.9
55,2023-10-07 08:30:00,25.0,73.5,19.9
56,2023-10-07 08:50:00,25.0,73.5,19.9
57,2023-10-07 09:10:00,25.0,73.5,19.9
58,2023-10-07 09:30:00,25.0,74.0,20.0
59,2023-10-07 09:50:00,25.0,74.0,20.0
60,2023-10-07 10:10:00,25.0,61.5,17.1
61,2023-10-07 10:30:00,25.0,74.5,20.1
62,2023-10-07 10:50:00,25.0,74.5,20.1
63,2023-10-07 11:10:00,25.0,73.0,19.8
64,2023-10-07 11:30:00,25.0,75.0,20.3
65,2023-10-07 11:50:00,24.5,72.5,19.2
66,2023-10-07 12:10:00,25.0,75.0,20.3
67,2023-10-07 12:30:00,25.0,65.0,18.0
68,2023-10-07 12:50:00,25.0,75.5,20.4
